record_id,user_id,transaction_date,age,city,region,product_category,sale_amount,price,store_id,subscription,status,email,username,raw_timestamp,revenue
206,USR1000,2023-02-16,46,Delhi,North,Books,446.2,0.0,STORE_013,Premium,Unknown,user393@example.com,user_711,2023-01-30T05:40:00.000Z,206.03
16,USR1000,2023-06-20,56,Bangalore,West,Toys,603.78,2079.24,STORE_005,Basic,Active,user696@example.com,user_540,2023-03-07T01:19:00.000Z,9337.57
268,USR1000,2023-10-23,62,Jaipur,East,Toys,2902.94,0.0,STORE_002,Basic,Unknown,user215@example.com,user_807,2023-02-10T04:46:00.000Z,9837.43
331,USR1001,2023-08-29,36,Hyderabad,West,Toys,1318.32,195.08,STORE_011,Basic,Unknown,user720@example.com,user_921,2023-11-03T22:47:00.000Z,153.07
442,USR1001,2023-11-05,40,Delhi,North,Electronics,3862.08,2817.02,STORE_020,Premium,Active,user208@example.com,user_937,2023-06-23T22:05:00.000Z,4856.21
437,USR1002,2023-03-27,60,Chennai,North,Electronics,3484.33,1204.53,STORE_018,Basic,Active,user868@example.com,user_675,2023-07-19T12:38:00.000Z,1922.26
101,USR1002,2023-05-04,22,Ahmedabad,Central,Electronics,268.97,1628.48,STORE_002,Basic,Unknown,user339@example.com,user_849,2023-10-22T10:36:00.000Z,6758.07
440,USR1002,2023-10-03,65,Kolkata,East,Sports,1142.16,1753.36,STORE_013,Basic,Unknown,user843@example.com,user_251,2023-09-03T02:31:00.000Z,1931.78
414,USR1002,2023-10-08,43,Pune,West,Toys,3647.44,2770.73,STORE_018,Premium,Active,user870@example.com,user_986,2023-01-28T22:19:00.000Z,1720.58
9,USR1002,2023-10-29,53,Mumbai,North,Electronics,4531.83,231.15,STORE_008,Free,Unknown,user235@example.com,user_684,2023-10-23T15:15:00.000Z,8094.22
476,USR1002,2023-11-26,52,Ahmedabad,East,Groceries,2043.91,2755.74,STORE_002,Free,Active,user197@example.com,user_525,2023-06-04T08:20:00.000Z,4063.41
370,USR1003,2023-04-26,43,Hyderabad,South,Groceries,361.08,103.06,STORE_014,Premium,Unknown,user442@example.com,user_353,2023-02-25T15:15:00.000Z,8341.92
299,USR1003,2023-07-25,30,Pune,North,Home Decor,3224.5,681.99,STORE_009,Basic,Active,user969@example.com,user_787,2023-02-14T16:25:00.000Z,3245.8
422,USR1003,2023-11-06,33,Jaipur,North,Toys,3218.88,1013.88,STORE_009,Basic,Inactive,user200@example.com,user_327,2023-07-13T03:50:00.000Z,1839.74
244,USR1003,2023-11-10,54,Lucknow,South,Sports,1828.34,1440.27,STORE_017,Basic,Unknown,user482@example.com,user_496,2023-09-09T15:08:00.000Z,2340.1
275,USR1003,2023-11-14,54,Lucknow,North,Clothing,3043.19,2296.3,STORE_019,Basic,Active,user359@example.com,user_776,2023-02-08T20:29:00.000Z,2836.2
385,USR1004,2023-03-13,37,Kolkata,South,Toys,1962.85,999.95,STORE_015,Free,Active,user791@example.com,user_132,2023-12-19T19:31:00.000Z,0.0
454,USR1004,2023-05-29,59,Delhi,North,Sports,4047.01,2311.1,STORE_006,Basic,Unknown,user723@example.com,user_887,2023-06-24T14:50:00.000Z,2979.33
184,USR1004,2023-07-03,22,Jaipur,West,Sports,3994.33,2084.95,STORE_002,Premium,Unknown,user907@example.com,user_420,2023-10-10T01:00:00.000Z,2110.56
453,USR1005,2023-01-25,35,Pune,East,Toys,1606.64,1080.4,STORE_005,Premium,Pending,user859@example.com,user_614,2023-03-18T00:37:00.000Z,4821.84
230,USR1005,2023-02-06,20,Jaipur,North,Clothing,2681.72,1588.05,STORE_008,Basic,Inactive,user671@example.com,user_208,2023-11-23T18:22:00.000Z,7055.25
390,USR1005,2023-08-25,,Kolkata,East,Toys,2013.54,0.0,STORE_004,Basic,Pending,user575@example.com,user_169,2023-02-12T17:42:00.000Z,9505.18
106,USR1005,2023-10-16,63,Mumbai,East,Toys,1021.15,1717.97,STORE_008,Premium,Unknown,user801@example.com,user_881,2023-09-08T23:41:00.000Z,4662.21
152,USR1006,2023-07-17,42,Kolkata,West,Toys,1907.97,2370.42,STORE_019,Basic,Inactive,user918@example.com,user_401,2023-01-11T10:16:00.000Z,834.58
236,USR1006,2023-10-08,21,Jaipur,West,Groceries,2430.57,1198.05,STORE_019,Basic,Unknown,user853@example.com,user_348,2023-02-06T08:49:00.000Z,6878.91
61,USR1007,2023-01-04,29,Chennai,East,Home Decor,2512.06,404.97,STORE_018,Basic,Unknown,user784@example.com,user_173,2023-07-23T23:02:00.000Z,4651.57
99,USR1007,2023-02-05,46,Chennai,West,Groceries,3840.85,1944.72,STORE_014,Free,Unknown,user486@example.com,user_799,2023-12-05T17:08:00.000Z,3542.92
77,USR1007,2023-02-08,41,Jaipur,South,Electronics,3057.49,123.7,STORE_003,Basic,Pending,user680@example.com,user_257,2023-12-14T14:23:00.000Z,7654.54
